"Number","Name","Short Name","Level","Desc 1","Desc 2","Cast MSG A","Cast MSG B","MSG Style","Energy","Mana","Min","Max","Spell Type","Type of Resists","Difficulty","Target","Duration","Attack Type","Resist Ability","Magery A","Magery B","Level Cap","LVLS Max Increase","Max Increase","LVLS Min Increase","Min Increase","LVLS Dur Increase","Dur Increase","UNDEFINED01","UNDEFINED02","Ability 0","Ability Value 0","Ability 1","Ability Value 1","Ability 2","Ability Value 2","Ability 3","Ability Value 3","Ability 4","Ability Value 4","Ability 5","Ability Value 5","Ability 6","Ability Value 6","Ability 7","Ability Value 7","Ability 8","Ability Value 8","Ability 9","Ability Value 9"
1204,"spray of spores",,0,"(attack for violet spore)",,1,66,0,0,0,5,25,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,"fungus spell",,0,,,0,66,0,0,0,4072,4072,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,"fungus cloud",,0,,,1,66,0,0,0,5,20,3,0,100,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,101,72,115,2803,0,0,0,0,0,0,0,0,0,0,0,0
1207,"fall",,0,"(fall damage from a failed jump)",,1,1230,1,0,0,50,60,3,0,0,1,0,4,0,0,0,0,1,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,"shreaded tapestry summon",,0,,,1,66,1,0,0,1003,1003,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,"gnaj bolt",,0,,,1,754,1,1000,0,0,0,0,0,100,8,0,1,0,0,0,0,1,3,1,2,0,0,0,0,17,0,120,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,"blast of energy",,1,"This spell shoots a shimmering dart of pure mana","at the target, causing minor damage.",1,3242,32,1000,0,-20,0,0,0,0,8,0,4,0,0,0,0,1,1,1,1,0,0,0,3,17,0,0,0,0,2,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1211,"tapestry summon",,0,,,1,66,0,0,0,1002,1002,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1212,0,2310,0,-100,0,0,0,0,0,0,0,0,0,0,0,0
1212,"gnaj explosion",,0,,,1,409,1,0,0,50,150,3,0,100,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,120,2309,150,-10,0,0,0,0,0,0,0,0,0,0,0,0
1213,"cracked pit",,0,,,1,66,0,0,0,4077,4077,3,0,100,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,115,66,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0
1214,"hellfire",,0,"(breath for demons)",,1,534,0,1000,0,0,0,0,0,100,8,0,1,0,0,0,0,1,10,1,5,0,0,0,0,1,0,144,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,"eldritch storm","esto",40,"This spell conjures a massive storm of energy","to strike your enemies with magical power!",1,3168,1,1000,70,-30,-20,0,0,-90,12,0,1,0,1,3,55,1,10,1,4,0,0,0,0,17,0,120,3088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,"summon demonling",,0,,,1,66,0,0,0,950,950,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,"summon astral shade",,0,,,1,66,0,0,0,958,958,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,"lich scatter",,0,,,1,66,32,0,0,1,10,3,0,0,6,0,4,0,0,0,0,0,0,0,0,1,0,0,0,157,0,115,66,144,0,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1219,"summon bugbear",,0,,,1,66,0,0,0,962,962,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,"blacknight",,30,,,1,2520,1,0,0,0,0,3,0,100,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,37,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,"vanishing jumpkick",,0,,,1,3191,33,1000,0,9999,9999,0,0,100,8,0,4,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,1108,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1222,"ether death",,0,,,1,3191,33,1000,0,9999,9999,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,120,1108,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1223,"enigma tele self",,0,,,1,66,0,0,0,0,0,3,0,200,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,2587,141,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,"portal",,0,,,1,66,1,0,0,4096,4096,3,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,"blink",,0,,,1,66,1,0,0,0,0,3,0,100,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0,58,-50,4,-20,70,-150,71,20,0,0,0,0,0,0,0,0,0,0,0,0
1226,"enigma summon",,0,,,1,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9296,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,"tapestry check",,0,,,1,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9485,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,"tapestry fail",,0,,,1,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,1,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,"tapestry room",,0,,,1,66,0,0,0,0,0,3,0,100,12,0,4,0,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,"fear","fear",0,"This causes a creature to flee in panic!",,1,66,33,0,0,35,90,3,0,100,1,10,4,0,0,0,32,0,0,0,0,1,0,0,0,60,100,115,8543,0,801,0,816,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1231,"island spell",,0,,,1,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9511,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,"noose",,0,,,1,3195,0,0,0,9999,9999,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,"summon enigma lord",,100,,,0,66,0,0,0,921,921,3,0,200,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,"kill enigma",,0,,,66,66,33,1000,0,10,10,3,0,200,12,2,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,115,87,120,3196,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1235,"face rgen",,0,,,1,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,9693,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,"encumbrance",,0,,,1,0,0,0,0,100,100,3,0,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,"wretched boils",,0,"self (gypsy combo)",,1,66,1,0,0,4,10,3,0,100,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115,2699,22,-20,58,-20,70,-25,0,2831,0,0,0,0,0,0,0,0
1238,"gruesome curse",,0,"self (gypsy combo)",,1,2693,1,0,0,5,15,3,0,100,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,-50,0,1292,107,1,22,-50,115,2700,0,0,0,0,0,0,0,0
1239,"destroy magic","dmag",0,"self (gypsy combo)",,1,66,1,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,"burning death",,0,"burning death for obsidian runestaff",,1,8595,0,1000,6,5,10,3,0,100,8,0,1,0,1,0,15,1,2,1,1,0,0,0,0,1,0,115,8596,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,"starbeam",,0,"beam for silverwood staff",,1,1035,1,1000,15,34,4,0,0,100,8,0,4,0,0,0,30,1,7,1,1,0,0,0,0,17,0,120,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,"sdfsdfsdffsdfsd","mist",26,"for monsters",,1,532,1,0,30,25,25,3,2,200,12,10,4,0,1,3,40,0,0,0,0,4,1,0,0,71,0,101,8489,52,0,120,574,115,8538,0,0,0,0,0,0,0,0,0,0
1243,"zombie bomb",,0,,,0,3042,0,0,0,50,150,0,0,100,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,"stun",,0,"for cudgel",,1,3389,0,0,0,100,100,3,0,100,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,101,56,115,57,144,0,0,-5,0,2296,0,10,0,345,0,346,0,0
1245,"knockdown",,0,"for cudgel",,1,3390,0,0,0,-5,-5,3,0,100,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,-10,74,1,115,648,34,-20,0,2296,0,10,0,345,0,346,0,0
1246,"nebo secondary",,0,,,1,919,1,1,0,0,-20,0,0,200,8,0,4,0,1,3,65,1,3,3,1,0,0,0,0,8,0,108,0,0,1,0,-10,0,-5,0,2296,0,10,0,345,0,346,0,0
1247,"hellstorm",,50,"for monsters",,1,3205,1,1000,75,30,75,0,0,-120,12,0,1,0,1,3,65,1,10,1,4,0,0,0,0,17,0,98,0,120,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,"bloodstone bracers",,0,"for feyr",,1,3072,1,1000,0,100,100,0,0,100,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,120,3206,101,56,115,57,144,0,52,0,0,0,0,0,0,0,0,0
1249,"bone necklace","flux",0,"This spell creates a field of regenerative mana","around the target.",1,2844,1,0,20,-100,150,3,1,-25,1,80,4,0,0,0,0,0,0,0,0,0,0,0,0,145,0,115,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,"roar",,0,"(hold person roar)",,0,2660,0,1000,0,5,12,3,0,100,12,20,4,0,0,0,0,0,0,0,0,0,0,0,0,74,0,115,194,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,"area undead","turn",3,"This spell wil cause a great amount of damage to","undead creatures.",1,20,32,1000,4,12,15,0,0,0,12,0,4,0,0,0,20,1,3,1,1,1,0,0,7,1,0,23,0,0,0,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1252,"dead heal",,999,,,1,15,32,0,0,-999,-999,3,1,200,8,0,4,0,0,0,0,0,0,0,0,1,1,0,15,18,0,0,0,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1253,"rat missile","mmis",1,"This spell shoots a shimmering dart of pure mana","at the target, causing minor damage.",1,3242,32,1000,1,1000,1000,0,0,15,8,0,4,0,0,0,6,0,1,0,0,0,0,0,3,17,0,0,0,0,2,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1254,"bolt of lightning",,0,"(breath for blue dragon)",,1,1502,0,1000,0,10,0,0,0,100,8,0,3,0,0,0,0,1,8,1,3,0,0,0,0,1,0,144,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,"gust of wind",,25,,,1,2607,0,0,0,0,0,0,0,200,12,20,4,0,0,0,0,0,0,0,0,0,0,0,0,34,-20,22,-10,74,1,7,-100,115,648,0,0,0,0,0,0,0,0,0,0
1256,"magma rock chest",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,4101,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,"gloomy teleport",,0,,,1,66,0,0,0,633,656,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,0,141,8,144,0,115,66,0,0,0,5,0,0,0,0,0,0,0,0
1258,"large chest",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,"unholy fury","fury",0,"This powerful spell concentrates the anger of your","god upon your foe for devastating effect!",1,554,0,1000,0,50,-70,0,0,200,8,0,4,0,0,0,40,1,9,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,"massive chest",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,4105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,"dirty pool",,0,,,1,3234,0,0,0,-10,-5,3,0,100,1,40,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,0,123,0,145,0,0,0,18,1,120,3235,0,770,0,771,144,0
1262,"bolt of light",,0,,,1,3242,0,0,0,110,100,3,0,200,8,0,4,0,0,0,0,1,5,1,1,0,0,0,0,17,0,120,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,"silver casket",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,4148,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,"sandstone chest open",,0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,4150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,"ruby-encrusted fire",,0,,,1,124,1,0,0,0,0,0,0,200,12,0,1,0,0,0,50,1,8,1,4,0,0,0,0,17,0,120,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,"bloodstone bracers",,0,,,1,3072,1,0,0,100,100,0,0,100,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,120,123,101,56,115,57,144,0,52,0,0,0,0,0,0,0,0,0
1267,"fortress trigger",,0,,,1,66,32,0,0,0,0,3,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,12,148,4173,144,0,115,66,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1268,"purify","puri",35,"By focusing on your circulation, you purify your","body of any poisons that may inhabit it.",1,3209,1,0,15,9,9,3,0,0,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1269,"ice shield","rcol",4,"This spell creates a barrier that will reduce the","damage you take from cold attacks.",1,6,32,0,6,6,6,3,1,0,2,70,0,0,3,0,18,2,1,1,1,0,0,0,4,3,0,115,8526,122,9,122,28,122,32,0,8224,0,8224,0,8224,0,8224,0,32
1270,"fire shield","rfir",6,"This spell creates a barrier that will reduce the","damage you take from Fire attacks.",1,9,32,0,8,4,4,3,1,-5,2,70,4,0,3,0,22,2,1,1,1,0,0,0,10,5,0,115,8527,122,6,122,29,122,32,0,8224,0,8224,0,8224,0,8224,0,32
1271,"lightning shield","rlit",9,"This spell protects the target from lightning,","magical or otherwise.",0,8253,32,0,10,1,1,3,1,0,2,60,4,0,3,0,20,1,1,1,1,1,0,0,10,66,0,115,8529,122,6,122,9,122,28,122,29,0,8224,0,8224,0,8224,0,32
1272,"1",,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,"12",,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,"123",,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,"1234",,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,"12345",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,5,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,"123456",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,6,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,"1234567",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,7,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,"12345678",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,8,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,"123456789",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,9,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,"1234567890",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,10,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,"12345678901",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,11,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,"123456789012",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,12,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,"1234567890123",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,13,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,"12345678901234",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,14,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,"123456789012345",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,15,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,"1234567890123456",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,16,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,"12345678901234567",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,17,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,"123456789012345678",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,18,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,"1234567890123456789",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,19,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,"12345678901234567890",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,20,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,"123456789012345678901",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,"1234567890123456789012",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,"12345678901234567890123",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,"123456789012345678901234",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,"1234567890123456789012345",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,"12345678901234567890123456",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,"123456789012345678901234567",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,"1234567890123456789012345678",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,"12345678901234567890123456789",,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,"barbed tentacles","tent",37,"This spell summons a mass of barbed tentacles,","smashing your foe with their magical might!",1,3435,1,1000,23,25,50,0,0,-80,8,0,4,0,1,3,50,1,8,1,2,0,0,0,0,17,0,120,552,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0
1302,"energy vortex",,0,"flap wings",,1,1214,1,0,0,0,0,0,0,100,12,0,4,0,0,0,0,1,10,1,3,0,0,0,0,17,0,120,3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,"tele out of pit",,0,,,1,66,0,0,0,0,0,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,157,2371,115,66,148,4172,144,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,"a cloud of poison gas",,28,,,1,3260,0,1000,0,10,50,0,0,200,12,0,4,0,0,0,0,1,8,1,4,0,0,0,0,17,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,"meadow trigger",,0,,,1,66,32,0,0,0,0,3,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,12,148,4192,144,0,115,66,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1306,"cloud trigger",,0,,,1,66,32,0,0,0,0,3,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,12,148,4194,144,0,115,66,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1307,"fire trigger",,0,,,1,66,32,0,0,0,0,3,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,12,148,4196,144,0,115,66,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
1308,"branch check",,0,,,1,66,1,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,4204,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,"great hydra head summon",,0,,,1,66,32,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,1029,12,1029,0,590,0,590,0,590,0,590,0,8224,0,8224,0,8224,0,32
1310,"sandstorm","sand",38,"This spell summons a thick, blinding cloud of","scathing sand to wear down your foes!",1,3405,33,0,70,4,1,3,0,-90,12,7,4,0,3,2,70,10,1,60,1,3,1,0,0,1,0,13,-9999,2,-5,22,-10,87,125,52,0,68,200,115,3406,120,595,0,32
1311,"glacial blades","glac",33,"This spell conjures a flurry of icy blades,","slicing and dicing a foe with their freezing edge!",1,3432,33,1000,20,70,-10,0,0,-70,8,0,0,0,1,3,50,1,10,5,1,0,0,0,0,17,0,120,578,0,3146,0,8489,0,-9999,0,590,0,8224,0,8224,0,8224,0,32
1312,,,0,"by player",,1,3418,33,0,0,100,100,3,0,100,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,101,56,115,57,144,0,0,-9999,0,590,0,8224,0,8224,0,8224,0,32
1313,"voodoo doll",,0,"by player",,1,1,32,1000,0,1311,1312,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,151,0,120,3419,0,293,0,8489,0,-9999,0,590,0,8224,0,8224,0,8224,0,32
1314,"camouflage","camo",7,"This spell covers you in a magical camouflage,","making it easier to hide and sneak.",1,3446,32,0,10,3,3,3,0,-5,1,30,4,0,3,1,25,1,1,1,1,2,1,0,0,27,0,115,3422,116,10,0,0,0,-9999,0,590,0,8224,0,8224,0,8224,0,32
1315,"unholy fanaticism","unfa",45,"This spell incites your party into an unholy rage,","making them more fierce in battle!",1,110,32,0,45,0,0,3,0,-90,13,40,4,0,2,3,55,0,0,0,0,5,2,0,3,4,5,58,4,18,1,0,1292,122,304,122,347,36,0,98,0,115,2171,122,816
1316,"blessed vision","bevi",41,"This spell cures the blindness of your party","members.",1,110,0,0,35,0,0,3,0,-95,13,0,4,0,2,3,0,0,0,0,0,0,0,0,0,73,107,97,0,120,2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,"curing wind","curi",47,"This prayer sends a wind of purity through the","room, healing your party of wounds and poison.",1,3425,1,0,65,40,90,3,0,-110,13,0,4,0,2,3,60,3,1,3,1,0,0,0,0,18,0,120,2351,97,0,20,100,0,0,0,0,0,0,0,0,0,0,0,19
1318,"foot quake",,0,"for dragons",,1,3171,1,1000,0,100,100,0,0,100,12,0,4,0,0,0,0,1,4,1,2,0,0,0,0,1,0,120,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,"spike spin","spin",0,,,1,3279,1,1000,0,25,50,0,0,100,12,0,4,0,0,0,0,1,4,1,2,0,0,0,0,1,0,120,3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,"nuke spell","hark",50,,,1,98,0,100,0,1000,1000,3,0,200,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,"transform",,100,"(death spell for Lorzina)",,0,66,0,0,0,1032,1032,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,"hold immune",,0,,,1,1113,1,0,0,74,74,3,1,200,1,10,4,0,1,3,0,0,0,0,0,0,0,0,0,124,0,0,8539,0,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,"fear immune",,0,,,1,1113,1,0,0,0,0,3,1,200,1,80,4,0,1,3,0,0,0,0,0,0,0,0,0,124,60,0,1111,0,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
