"Number","Line 1","Line 2","Line 3"
3228,"The nomad shakes his head, ""I will need more hides then that.""",,
3229,"You give your hides to the nomad...",,
3230,"You hand your gold to the nomad...",,
3231,"With a bow he tucks the gold away and begins fashioning the hides...",,
3232,"With masterful skill the nomad forces the hides into a shape...",,
3233,"With another bow he hands you the finished armour piece...",,
3234,"The water soothes your parched throat.",,"%s smiles and looks soothed!"
3235,"You drink from the oasis pool.",,"%s drinks from the oasis pool."
3236,,,"The dark-elf mage utters a curse at you before crumpling to the ground!"
3237,"You open the sandstone chest and find...","%s opens the sandstone chest and finds...",
3238,"place adamantite ring","place adamantite ring on wall","place adamantite ring on R"
3239,"You place your adamantite ring on the wall, and it suddenly glows!","%s places their adamantite ring on the wall, and it suddenly glows!",
3240,"You breath %s on %s for %d damage!","%s breathes %s on you for %d damage!","%s breathes %s on %s for %s damage!"
3241,,,"The green dragon screams in agony, and takes flight to escape!"
3242,"You fire a %s at %s for %d damage!","%s fires a %s at you for %d damage!","%s fires a %s at %s for %s damage!"
3243,"Annora shakes her head, ""I fear it would be the death of you.""",,
3244,"Balthazar laughs at you, ""I have work but not for one as puny as you!""",,
3245,"The Grey Lord shakes his head, ""You must first grow further, young one.""",,
3246,"Annora shakes her head, ""He would not trust one as young as you.""",,
3247,"Jorah shakes his head politely, ""You need more hides then that.""",,
3248,"You give your hides to the mighty Jorah...",,
3249,"You hand Jorah payment for the armour...",,
3250,"Jorah shakes his head politely, ""I'm sorry but this is not on discount.""",,
3251,"With many furious motions, Jorah begins to work on the hides...",,
3252,"With a smile of satisfaction, he hands you a brand new piece of armour.",,
3253,,,"You hear an evil cackle, and the illusion vanishes!"
3254,"%s all-out slashes you for %d damage!","%s all-out slashes %s for %s damage!",
3255,"He shakes is head, ""I do not think I should speak of that to you.""",,
3256,"The duergar growls at you, ""Begone maggot! You have nothing to offer me!""",,
3257,,"%s flaps its huge wings, and speaks a vile word!",
3258,"You step into the portal, and energy crackles all around you!",,"%s steps into the portal, and disappears!"
3259,"Something sinister seems to tickle your senses.",,
3260,,"The %s floods the room with %s for %d damage!",
3261,"Remik surprise slashes you for 400 damage!",,"Remik surprise slashes %s for %s damage!"
3262,"The %s appears from nowhere!","The %s charges out to %!","The %s charges after you!"
3263,"The hellion stomps in from %s!","The hellion stomps out to %s!",
3264,"A gaping pit suddenly opens, and you fall into the depths!",,
3265,,,"The explosion causes a section of the wall to collapse!"
3266,"The potion suddenly explodes, burning everyone in the room!",,"A sudden explosion rocks the room, burning you with its fire!"
3267,"The withered tree suddenly moves, and snatches the branch from you!",,"The withered tree suddenly moves, and snatches the branch from %s!"
3268,,"An emerald green glow erupts from the dragon!",
3269,,,"The dragon erupts with a heart-rending cry, and flies off in defeat!"
3270,,"The %s breaths a %s at you for %d damage!","The %s breaths a %s on %s for %s damage!"
3271,,"%s flaps its great wings!",
3272,"A dragons flies down from above!","The dragon swoops out to %s!",
3273,,"The %s opens its fanged mouth!","The %s opens its fanged mouth!"
3274,,"The %s anchors itself to the ground!","The %s anchors itself to the ground!"
3275,,"The %s stomps its feet in rage!","The %s stomps its feet in rage!"
3276,"The %s swoops down and strikes you for %d damage!","The %s swoops down and strikes %s for %s damage!",
3277,"A mist of gold appears in front of you!",,"The golden mist flies at you!"
3278,"You curl into a ball!","%s curls into a ball!","%s curls into a ball!"
3279,"An explosion of spikes pierces your foes for %d damage!","An explosion of spikes pierces you for %d damage!",
3280,,,"The woman suddenly shrieks, and an aura of power surrounds her!"
3281,,,"Lorzina howls in anguish, and wilts like a dead flower."
3282,,,"A look of shock and amazement appears on the man's face!"
3283,,,"The golem collapses, leaving behind chunks of metal."
3284,"The withered tree erupts into a pillar of flame, and a figure appears!","The withered tree erupts into a pillar of flame, and a figure appears!","The withered tree erupts into a pillar of flame, and a figure appears!"
3285,"The imp spits at you furiously, ""No key for you if no spikes I reap!""",,
3286,"The imp grins wickedly as you hand over the fifty spikes.",,"The imp grins wickedly as %s hands over fifty black spikes."
3287,"The imp hands you a key, snickering wickedly.",,"The imp hands %s a key, snickering wickedly."
3288,"The imp shakes its head, ""You have what I ask, but the time is not right.""",,
3289,"Taking the rod and the ball, the imp joins the two to form a large maul.","Taking the rod and the ball, the imp joins the two to form a large maul.","Taking the rod and the ball, the imp joins the two to form a large maul."
3290,"With force impossible for its size, the imp strikes the statue!","With force impossible for its size, the imp strikes the statue!","With force impossible for its size, the imp strikes the statue!"
3291,"The statue shatters, revealing a great void in its place!","The statue shatters, revealing a great void in its place!","The statue shatters, revealing a great void in its place!"
3292,"You float through the air.","%s floats away through the air.","%s floats through the air."
3293,"Congratulations upon recompleting this Quest!",,
3294,"You have recieved 70,000 experience points!",,
3295,"You have recieved 4,850,000 experience points!",,
3296,"You have recieved 1,000,000 experience points!",,
3297,"The imp scowls, ""Do not play games mortal...""",,
3298,,,"In a howl of rage and agony the fiery man vanishes!"
3299,"say Night","say Nightfall",
3300,"A massive golden arch appears to the west!","A massive golden arch appears to the west!","A massive golden arch appears to the west!"
3301,"A bright light suddenly flashes before you!","A bright light suddenly flashes before you!","A bright light suddenly flashes before you!"
3302,"say king of spades",,
3303,"say H","speak H",
3304,"You attempt to move the gigantic boulder!","%s attempts to move the gigantic boulder!",
3305,"The wheel turns, and with the massive gate suddenly opens with screech!","The wheel turns, and with the massive gate suddenly opens with screech!","The wheel turns, and with the massive gate suddenly opens with screech!"
3306,"The massive boulder appears to be moving!","The massive boulder appears to be moving!","The massive boulder appears to be moving!"
3307,"A wall of flame erupts from the ground, scorching you with its fire!","A wall of flame erupts from the ground, scorching %s with its fire!","%s enters looking badly burned!"
3308,"You attempt to disarm the trap, but trigger it instead!","%s pulls a wire, hidden under the dirt and rocks.",
3309,"The boulder is suddenly surrounded by an aura of flame!","The boulder is suddenly surrounded by an aura of flame!","The boulder is suddenly surrounded by an aura of flame!"
3310,"east","go east","e"
3311,"south","south",
3312,"You feel dizzy and weak!","%s suddenly vanishes without a trace!","%s suddenly vanishes without a trace!"
3313,"The greatsword of the statue swings down and cleaves you for %d damage!",,"The greatsword the statue swings down and cleaves %s for %d damage!"
3314,"You succesfully steal from the cloaked figure!",,
3315,"The %s critically hurls a throwing knife and strikes you for %d damage!","The %s critically hurls a throwing knife and strikes %s for %s damage!",
3316,,,"The monster shrieks in rage, and suddenly vanishes!"
3317,"The wall suddenly opens to reveal a secret passage!",,
3318,"You place the diamond on the pedestal...",,
3319,"You place the pearl on the pedestal...",,
3320,"You place the moonstone on the pedestal...",,
3321,"You place the marble on the pedestal...",,
3322,"The pedestal swallows up the item, and then glows brightly!",,
3323,"You hear a sound far off, like two gears grinding together.",,
3324,,,"The mighty blue dragon roars in anguish before flying away in defeat!"
3325,"Your %s opens a door!","%s's wizard knock opens a door!",
3326,"Using your skills, you disarm the pedestals trap.",,"%s moves their hands quickly about the pedestal."
3327,"With your agile hands you grab the crystal gem.",,"%s quickly snatches the crystal gem from the pedestal!"
3328,"You clumsily grab for the crystal!",,"%s clumsily grabs for the crystal!"
3329,"Your hand goes through it as if it were not there!",,"Their hand goes through the crystal like it did not exist!"
3330,"You hear a great rumbling, and the statues come to life!",,"You hear a great rumbling, and the statues come to life!"
3331,"sdfsdfsdfsdfs",,
3332,,,
3333,"%s picks you up and slams you on the ground for %d damage!","%s picks up %s and slams them on the ground for %s damage!",
3334,"You are fried by the lightning for %d damage!","You are fried by the lightning for %d damage!",
3335,"You are frozen by the blizzard for %d damage!","You are frozen by the blizzard for %d damage!",
3336,"You are pelted by rock shards for %d damage!","You are pelted by rock shards for %d damage!",
3337,"With your powers of faith, you attempt to summon the shard.",,
3338,"With your powers of nature, you attempt to summon the shard.",,
